zone,week,person,table,group,role
Zone 1,4,Person 4977,154,153,
Zone 1,4,Person 775,154,153,
Zone 1,4,Person 4927,154,153,
Zone 1,4,Person 3243,153,154,Leader
Zone 1,4,Person 2459,153,154,Scribe
Zone 1,4,Person 1615,153,154,Researcher
Zone 1,4,Person 4984,153,154,
Zone 1,4,Person 777,153,154,
Zone 1,4,Person 4933,153,154,
Zone 1,4,Person 3247,156,155,Leader
Zone 1,4,Person 2458,156,155,Scribe
Zone 1,4,Person 1628,156,155,Researcher
Zone 1,4,Person 4971,156,155,
Zone 1,4,Person 792,156,155,
Zone 1,4,Person 4939,156,155,
Zone 1,4,Person 3249,155,156,Leader
Zone 1,4,Person 2451,155,156,Scribe
Zone 1,4,Person 1621,155,156,Researcher
Zone 1,4,Person 4974,155,156,
Zone 1,4,Person 794,155,156,
Zone 1,4,Person 4943,155,156,
Zone 1,4,Person 3253,161,157,Leader
Zone 1,4,Person 2434,161,157,Scribe
Zone 1,4,Person 4947,161,157,Researcher
Zone 1,4,Person 770,161,157,
Zone 1,4,Person 1570,161,157,
Zone 1,4,Person 4123,161,157,
Zone 1,4,Person 3256,162,158,Leader
Zone 1,4,Person 2431,162,158,Scribe
Zone 1,4,Person 4948,162,158,Researcher
Zone 1,4,Person 774,162,158,
Zone 1,4,Person 1582,162,158,
Zone 1,4,Person 4121,162,158,
Zone 1,4,Person 3259,163,159,Leader
Zone 1,4,Person 2445,163,159,Scribe
Zone 1,4,Person 4957,163,159,Researcher
Zone 1,4,Person 764,163,159,
Zone 1,4,Person 1553,163,159,
Zone 1,4,Person 4134,163,159,
Zone 1,4,Person 3261,164,160,Leader
Zone 1,4,Person 2439,164,160,Scribe
Zone 1,4,Person 4961,164,160,Researcher
Zone 1,4,Person 765,164,160,
Zone 1,4,Person 1554,164,160,
Zone 1,4,Person 4126,164,160,
Zone 1,4,Person 3262,157,161,Leader
Zone 1,4,Person 2476,157,161,Scribe
Zone 1,4,Person 4148,157,161,Researcher
Zone 1,4,Person 824,157,161,
Zone 1,4,Person 26,157,161,
Zone 1,4,Person 3264,158,162,Leader
Zone 1,4,Person 2485,158,162,Scribe
Zone 1,4,Person 4139,158,162,Researcher
Zone 1,4,Person 819,158,162,
Zone 1,4,Person 36,158,162,
Zone 1,4,Person 3266,159,163,Leader
Zone 1,4,Person 2471,159,163,Scribe
Zone 1,4,Person 4152,159,163,Researcher
Zone 1,4,Person 805,159,163,
Zone 1,4,Person 41,159,163,
Zone 1,4,Person 3268,160,164,Leader
Zone 1,4,Person 2474,160,164,Scribe
Zone 1,4,Person 4150,160,164,Researcher
Zone 1,4,Person 803,160,164,
Zone 1,4,Person 47,160,164,
Zone 1,5,Person 3272,6,1,Leader
Zone 1,5,Person 4155,6,1,Scribe
Zone 1,5,Person 71,6,1,Researcher
Zone 1,5,Person 2500,6,1,
Zone 1,5,Person 2518,6,1,
Zone 1,5,Person 111,6,1,
Zone 1,5,Person 3281,5,2,Leader
Zone 1,5,Person 4153,5,2,Scribe
Zone 1,5,Person 72,5,2,Researcher
Zone 1,5,Person 2498,5,2,
Zone 1,5,Person 2514,5,2,
Zone 1,5,Person 113,5,2,
Zone 1,5,Person 3283,8,3,Leader
Zone 1,5,Person 4163,8,3,Scribe
Zone 1,5,Person 53,8,3,Researcher
Zone 1,5,Person 2495,8,3,
Zone 1,5,Person 2512,8,3,
Zone 1,5,Person 118,8,3,
Zone 1,5,Person 3286,7,4,Leader
Zone 1,5,Person 4161,7,4,Scribe
Zone 1,5,Person 57,7,4,Researcher
Zone 1,5,Person 2494,7,4,
Zone 1,5,Person 2504,7,4,
Zone 1,5,Person 125,7,4,
Zone 1,5,Person 3296,4,5,Leader
Zone 1,5,Person 4166,4,5,Scribe
Zone 1,5,Person 41,4,5,Researcher
Zone 1,5,Person 1637,4,5,
Zone 1,5,Person 1684,4,5,
Zone 1,5,Person 877,4,5,
Zone 1,5,Person 3307,3,6,Leader
Zone 1,5,Person 4165,3,6,Scribe
Zone 1,5,Person 47,3,6,Researcher
Zone 1,5,Person 1652,3,6,
Zone 1,5,Person 1691,3,6,
Zone 1,5,Person 878,3,6,
Zone 1,5,Person 3312,2,7,Leader
Zone 1,5,Person 4174,2,7,Scribe
Zone 1,5,Person 26,2,7,Researcher
Zone 1,5,Person 1653,2,7,
Zone 1,5,Person 1667,2,7,
Zone 1,5,Person 863,2,7,
Zone 1,5,Person 3327,1,8,Leader
Zone 1,5,Person 4168,1,8,Scribe
Zone 1,5,Person 36,1,8,Researcher
Zone 1,5,Person 1654,1,8,
Zone 1,5,Person 1675,1,8,
Zone 1,5,Person 864,1,8,
Zone 1,5,Person 3330,16,9,Leader
Zone 1,5,Person 4207,16,9,Scribe
Zone 1,5,Person 884,16,9,Researcher
Zone 1,5,Person 2558,16,9,
Zone 1,5,Person 2548,16,9,
Zone 1,5,Person 903,16,9,
Zone 1,5,Person 3339,15,10,Leader
Zone 1,5,Person 4203,15,10,Scribe
Zone 1,5,Person 885,15,10,Researcher
Zone 1,5,Person 2564,15,10,
Zone 1,5,Person 2523,15,10,
Zone 1,5,Person 892,15,10,
Zone 1,5,Person 3343,14,11,Leader
Zone 1,5,Person 4189,14,11,Scribe
Zone 1,5,Person 880,14,11,Researcher
Zone 1,5,Person 2567,14,11,
Zone 1,5,Person 2557,14,11,
Zone 1,5,Person 908,14,11,
Zone 1,5,Person 3350,13,12,Leader
Zone 1,5,Person 4175,13,12,Scribe
Zone 1,5,Person 881,13,12,Researcher
Zone 1,5,Person 2568,13,12,
Zone 1,5,Person 2556,13,12,
Zone 1,5,Person 907,13,12,
Zone 1,5,Person 3353,9,13,Leader
Zone 1,5,Person 4222,9,13,Scribe
Zone 1,5,Person 128,9,13,Researcher
Zone 1,5,Person 135,9,13,
Zone 1,5,Person 98,9,13,
Zone 1,5,Person 848,9,13,
Zone 1,5,Person 3358,10,14,Leader
Zone 1,5,Person 4220,10,14,Scribe
Zone 1,5,Person 126,10,14,Researcher
Zone 1,5,Person 140,10,14,
Zone 1,5,Person 76,10,14,
Zone 1,5,Person 843,10,14,
Zone 1,5,Person 3359,11,15,Leader
Zone 1,5,Person 4211,11,15,Scribe
Zone 1,5,Person 133,11,15,Researcher
Zone 1,5,Person 142,11,15,
Zone 1,5,Person 110,11,15,
Zone 1,5,Person 829,11,15,
Zone 1,5,Person 3364,12,16,Leader
Zone 1,5,Person 4210,12,16,Scribe
Zone 1,5,Person 129,12,16,Researcher
Zone 1,5,Person 143,12,16,
Zone 1,5,Person 105,12,16,
Zone 1,5,Person 825,12,16,
Zone 1,5,Person 3372,24,17,Leader
Zone 1,5,Person 4238,24,17,Scribe
Zone 1,5,Person 919,24,17,Researcher
Zone 1,5,Person 2600,24,17,
Zone 1,5,Person 2573,24,17,
Zone 1,5,Person 928,24,17,
Zone 1,5,Person 3388,23,18,Leader
Zone 1,5,Person 4237,23,18,Scribe
Zone 1,5,Person 922,23,18,Researcher
Zone 1,5,Person 2601,23,18,
Zone 1,5,Person 2572,23,18,
Zone 1,5,Person 923,23,18,
Zone 1,5,Person 3400,22,19,Leader
Zone 1,5,Person 4233,22,19,Scribe
Zone 1,5,Person 912,22,19,Researcher
Zone 1,5,Person 2608,22,19,
Zone 1,5,Person 2593,22,19,
Zone 1,5,Person 935,22,19,
Zone 1,5,Person 3406,21,20,Leader
Zone 1,5,Person 4228,21,20,Scribe
Zone 1,5,Person 917,21,20,Researcher
Zone 1,5,Person 2609,21,20,
Zone 1,5,Person 2579,21,20,
Zone 1,5,Person 933,21,20,
Zone 1,5,Person 3416,17,21,Leader
Zone 1,5,Person 4267,17,21,Scribe
Zone 1,5,Person 150,17,21,Researcher
Zone 1,5,Person 170,17,21,
Zone 1,5,Person 1740,17,21,
Zone 1,5,Person 994,17,21,
Zone 1,5,Person 3424,18,22,Leader
Zone 1,5,Person 4255,18,22,Scribe
Zone 1,5,Person 145,18,22,Researcher
Zone 1,5,Person 173,18,22,
Zone 1,5,Person 1746,18,22,
Zone 1,5,Person 984,18,22,
Zone 1,5,Person 3425,19,23,Leader
Zone 1,5,Person 4247,19,23,Scribe
Zone 1,5,Person 160,19,23,Researcher
Zone 1,5,Person 187,19,23,
Zone 1,5,Person 1732,19,23,
Zone 1,5,Person 996,19,23,
Zone 1,5,Person 3426,20,24,Leader
Zone 1,5,Person 4239,20,24,Scribe
Zone 1,5,Person 153,20,24,Researcher
Zone 1,5,Person 188,20,24,
Zone 1,5,Person 1738,20,24,
Zone 1,5,Person 995,20,24,
Zone 1,5,Person 3432,32,25,Leader
Zone 1,5,Person 4319,32,25,Scribe
Zone 1,5,Person 958,32,25,Researcher
Zone 1,5,Person 2624,32,25,
Zone 1,5,Person 2613,32,25,
Zone 1,5,Person 1751,32,25,
Zone 1,5,Person 3442,31,26,Leader
Zone 1,5,Person 4312,31,26,Scribe
Zone 1,5,Person 960,31,26,Researcher
Zone 1,5,Person 2627,31,26,
Zone 1,5,Person 2610,31,26,
Zone 1,5,Person 1753,31,26,
Zone 1,5,Person 3444,30,27,Leader
Zone 1,5,Person 4295,30,27,Scribe
Zone 1,5,Person 936,30,27,Researcher
Zone 1,5,Person 2634,30,27,
Zone 1,5,Person 2621,30,27,
Zone 1,5,Person 1761,30,27,
Zone 1,5,Person 3448,29,28,Leader
Zone 1,5,Person 4292,29,28,Scribe
Zone 1,5,Person 938,29,28,Researcher
Zone 1,5,Person 2637,29,28,
Zone 1,5,Person 2620,29,28,
Zone 1,5,Person 1790,29,28,
Zone 1,5,Person 3455,25,29,Leader
Zone 1,5,Person 4328,25,29,Scribe
Zone 1,5,Person 203,25,29,Researcher
Zone 1,5,Person 226,25,29,
Zone 1,5,Person 1807,25,29,
Zone 1,5,Person 1013,25,29,
Zone 1,5,Person 3460,26,30,Leader
Zone 1,5,Person 4325,26,30,Scribe
Zone 1,5,Person 200,26,30,Researcher
Zone 1,5,Person 229,26,30,
Zone 1,5,Person 1810,26,30,
Zone 1,5,Person 1012,26,30,
Zone 1,5,Person 3464,27,31,Leader
Zone 1,5,Person 4324,27,31,Scribe
Zone 1,5,Person 218,27,31,Researcher
Zone 1,5,Person 230,27,31,
Zone 1,5,Person 1795,27,31,
Zone 1,5,Person 1032,27,31,
Zone 1,5,Person 3465,28,32,Leader
Zone 1,5,Person 4323,28,32,Scribe
Zone 1,5,Person 215,28,32,Researcher
Zone 1,5,Person 235,28,32,
Zone 1,5,Person 1798,28,32,
Zone 1,5,Person 1027,28,32,
Zone 1,5,Person 3466,40,33,Leader
Zone 1,5,Person 4350,40,33,Scribe
Zone 1,5,Person 1009,40,33,Researcher
Zone 1,5,Person 2675,40,33,
Zone 1,5,Person 2642,40,33,
Zone 1,5,Person 1814,40,33,
Zone 1,5,Person 3471,39,34,Leader
Zone 1,5,Person 4348,39,34,Scribe
Zone 1,5,Person 1010,39,34,Researcher
Zone 1,5,Person 2676,39,34,
Zone 1,5,Person 2641,39,34,
Zone 1,5,Person 1823,39,34,
Zone 1,5,Person 3475,38,35,Leader
Zone 1,5,Person 4339,38,35,Scribe
Zone 1,5,Person 997,38,35,Researcher
Zone 1,5,Person 2679,38,35,
Zone 1,5,Person 2670,38,35,
Zone 1,5,Person 1827,38,35,
Zone 1,5,Person 3488,37,36,Leader
Zone 1,5,Person 4331,37,36,Scribe
Zone 1,5,Person 1005,37,36,Researcher
Zone 1,5,Person 2684,37,36,
Zone 1,5,Person 2666,37,36,
Zone 1,5,Person 1837,37,36,
Zone 1,5,Person 3490,33,37,Leader
Zone 1,5,Person 4383,33,37,Scribe
Zone 1,5,Person 243,33,37,Researcher
Zone 1,5,Person 256,33,37,
Zone 1,5,Person 1857,33,37,
Zone 1,5,Person 1075,33,37,
Zone 1,5,Person 3491,34,38,Leader
Zone 1,5,Person 4375,34,38,Scribe
Zone 1,5,Person 238,34,38,Researcher
Zone 1,5,Person 267,34,38,
Zone 1,5,Person 1864,34,38,
Zone 1,5,Person 1074,34,38,
Zone 1,5,Person 3492,35,39,Leader
Zone 1,5,Person 4354,35,39,Scribe
Zone 1,5,Person 250,35,39,Researcher
Zone 1,5,Person 268,35,39,
Zone 1,5,Person 1848,35,39,
Zone 1,5,Person 1086,35,39,
Zone 1,5,Person 3493,36,40,Leader
Zone 1,5,Person 4352,36,40,Scribe
Zone 1,5,Person 249,36,40,Researcher
Zone 1,5,Person 274,36,40,
Zone 1,5,Person 1851,36,40,
Zone 1,5,Person 1083,36,40,
Zone 1,5,Person 3497,48,41,Leader
Zone 1,5,Person 4391,48,41,Scribe
Zone 1,5,Person 1064,48,41,Researcher
Zone 1,5,Person 2704,48,41,
Zone 1,5,Person 2691,48,41,
Zone 1,5,Person 1867,48,41,
Zone 1,5,Person 3500,47,42,Leader
Zone 1,5,Person 4390,47,42,Scribe
Zone 1,5,Person 1073,47,42,Researcher
Zone 1,5,Person 2712,47,42,
Zone 1,5,Person 2689,47,42,
Zone 1,5,Person 1877,47,42,
Zone 1,5,Person 3523,46,43,Leader
Zone 1,5,Person 4388,46,43,Scribe
Zone 1,5,Person 1043,46,43,Researcher
Zone 1,5,Person 2713,46,43,
Zone 1,5,Person 2700,46,43,
Zone 1,5,Person 1887,46,43,
Zone 1,5,Person 3524,45,44,Leader
Zone 1,5,Person 4385,45,44,Scribe
Zone 1,5,Person 1056,45,44,Researcher
Zone 1,5,Person 2726,45,44,
Zone 1,5,Person 2699,45,44,
Zone 1,5,Person 1888,45,44,
Zone 1,5,Person 3525,41,45,Leader
Zone 1,5,Person 4415,41,45,Scribe
Zone 1,5,Person 283,41,45,Researcher
Zone 1,5,Person 290,41,45,
Zone 1,5,Person 1895,41,45,
Zone 1,5,Person 1099,41,45,
Zone 1,5,Person 3526,42,46,Leader
Zone 1,5,Person 4411,42,46,Scribe
Zone 1,5,Person 275,42,46,Researcher
Zone 1,5,Person 307,42,46,
Zone 1,5,Person 1897,42,46,
Zone 1,5,Person 1097,42,46,
Zone 1,5,Person 3535,43,47,Leader
Zone 1,5,Person 4399,43,47,Scribe
Zone 1,5,Person 286,43,47,Researcher
Zone 1,5,Person 308,43,47,
Zone 1,5,Person 1893,43,47,
Zone 1,5,Person 1113,43,47,
Zone 1,5,Person 3544,44,48,Leader
Zone 1,5,Person 4396,44,48,Scribe
Zone 1,5,Person 284,44,48,Researcher
Zone 1,5,Person 310,44,48,
Zone 1,5,Person 1894,44,48,
Zone 1,5,Person 1112,44,48,
Zone 1,5,Person 3553,56,49,Leader
Zone 1,5,Person 4434,56,49,Scribe
Zone 1,5,Person 1095,56,49,Researcher
Zone 1,5,Person 2753,56,49,
Zone 1,5,Person 2742,56,49,
Zone 1,5,Person 1908,56,49,
Zone 1,5,Person 3557,55,50,Leader
Zone 1,5,Person 4433,55,50,Scribe
Zone 1,5,Person 1096,55,50,Researcher
Zone 1,5,Person 2754,55,50,
Zone 1,5,Person 2741,55,50,
Zone 1,5,Person 1911,55,50,
Zone 1,5,Person 3561,54,51,Leader
Zone 1,5,Person 4426,54,51,Scribe
Zone 1,5,Person 1089,54,51,Researcher
Zone 1,5,Person 2756,54,51,
Zone 1,5,Person 2750,54,51,
Zone 1,5,Person 1914,54,51,
Zone 1,5,Person 3564,53,52,Leader
Zone 1,5,Person 4416,53,52,Scribe
Zone 1,5,Person 1092,53,52,Researcher
Zone 1,5,Person 2758,53,52,
Zone 1,5,Person 2745,53,52,
Zone 1,5,Person 1919,53,52,
Zone 1,5,Person 3566,49,53,Leader
Zone 1,5,Person 4457,49,53,Scribe
Zone 1,5,Person 325,49,53,Researcher
Zone 1,5,Person 337,49,53,
Zone 1,5,Person 1929,49,53,
Zone 1,5,Person 1140,49,53,
Zone 1,5,Person 3568,50,54,Leader
Zone 1,5,Person 4449,50,54,Scribe
Zone 1,5,Person 311,50,54,Researcher
Zone 1,5,Person 338,50,54,
Zone 1,5,Person 1933,50,54,
Zone 1,5,Person 1137,50,54,
Zone 1,5,Person 3572,51,55,Leader
Zone 1,5,Person 4443,51,55,Scribe
Zone 1,5,Person 334,51,55,Researcher
Zone 1,5,Person 341,51,55,
Zone 1,5,Person 1922,51,55,
Zone 1,5,Person 1146,51,55,
Zone 1,5,Person 3577,52,56,Leader
Zone 1,5,Person 4438,52,56,Scribe
Zone 1,5,Person 331,52,56,Researcher
Zone 1,5,Person 344,52,56,
Zone 1,5,Person 1923,52,56,
Zone 1,5,Person 1143,52,56,
Zone 1,5,Person 3589,64,57,Leader
Zone 1,5,Person 4474,64,57,Scribe
Zone 1,5,Person 1120,64,57,Researcher
Zone 1,5,Person 2780,64,57,
Zone 1,5,Person 2770,64,57,
Zone 1,5,Person 1950,64,57,
Zone 1,5,Person 3595,63,58,Leader
Zone 1,5,Person 4471,63,58,Scribe
Zone 1,5,Person 1127,63,58,Researcher
Zone 1,5,Person 2790,63,58,
Zone 1,5,Person 2767,63,58,
Zone 1,5,Person 1965,63,58,
Zone 1,5,Person 3600,62,59,Leader
Zone 1,5,Person 4467,62,59,Scribe
Zone 1,5,Person 1114,62,59,Researcher
Zone 1,5,Person 2794,62,59,
Zone 1,5,Person 2776,62,59,
Zone 1,5,Person 1969,62,59,
Zone 1,5,Person 3606,61,60,Leader
Zone 1,5,Person 4466,61,60,Scribe
Zone 1,5,Person 1118,61,60,Researcher
Zone 1,5,Person 2795,61,60,
Zone 1,5,Person 2771,61,60,
Zone 1,5,Person 1971,61,60,
Zone 1,5,Person 3607,57,61,Leader
Zone 1,5,Person 4483,57,61,Scribe
Zone 1,5,Person 362,57,61,Researcher
Zone 1,5,Person 372,57,61,
Zone 1,5,Person 1978,57,61,
Zone 1,5,Person 1174,57,61,
Zone 1,5,Person 3609,58,62,Leader
Zone 1,5,Person 4482,58,62,Scribe
Zone 1,5,Person 361,58,62,Researcher
Zone 1,5,Person 374,58,62,
Zone 1,5,Person 1982,58,62,
Zone 1,5,Person 1172,58,62,
Zone 1,5,Person 3611,59,63,Leader
Zone 1,5,Person 4476,59,63,Scribe
Zone 1,5,Person 370,59,63,Researcher
Zone 1,5,Person 375,59,63,
Zone 1,5,Person 1974,59,63,
Zone 1,5,Person 1179,59,63,
Zone 1,5,Person 3612,60,64,Leader
Zone 1,5,Person 4475,60,64,Scribe
Zone 1,5,Person 369,60,64,Researcher
Zone 1,5,Person 378,60,64,
Zone 1,5,Person 1977,60,64,
Zone 1,5,Person 1176,60,64,
Zone 1,5,Person 3615,72,65,Leader
Zone 1,5,Person 4500,72,65,Scribe
Zone 1,5,Person 1168,72,65,Researcher
Zone 1,5,Person 2806,72,65,
Zone 1,5,Person 2800,72,65,
Zone 1,5,Person 1984,72,65,
Zone 1,5,Person 3627,71,66,Leader
Zone 1,5,Person 4498,71,66,Scribe
Zone 1,5,Person 1170,71,66,Researcher
Zone 1,5,Person 2808,71,66,
Zone 1,5,Person 2796,71,66,
Zone 1,5,Person 1998,71,66,
Zone 1,5,Person 3631,70,67,Leader
Zone 1,5,Person 4497,70,67,Scribe
Zone 1,5,Person 1151,70,67,Researcher
Zone 1,5,Person 2812,70,67,
Zone 1,5,Person 2805,70,67,
Zone 1,5,Person 2003,70,67,
Zone 1,5,Person 3635,69,68,Leader
Zone 1,5,Person 4485,69,68,Scribe
Zone 1,5,Person 1160,69,68,Researcher
Zone 1,5,Person 2818,69,68,
Zone 1,5,Person 2801,69,68,
Zone 1,5,Person 2004,69,68,
Zone 1,5,Person 3639,65,69,Leader
Zone 1,5,Person 4525,65,69,Scribe
Zone 1,5,Person 403,65,69,Researcher
Zone 1,5,Person 413,65,69,
Zone 1,5,Person 2015,65,69,
Zone 1,5,Person 1200,65,69,
Zone 1,5,Person 3641,66,70,Leader
Zone 1,5,Person 4519,66,70,Scribe
Zone 1,5,Person 379,66,70,Researcher
Zone 1,5,Person 415,66,70,
Zone 1,5,Person 2026,66,70,
Zone 1,5,Person 1198,66,70,
Zone 1,5,Person 3642,67,71,Leader
Zone 1,5,Person 4518,67,71,Scribe
Zone 1,5,Person 407,67,71,Researcher
Zone 1,5,Person 418,67,71,
Zone 1,5,Person 2005,67,71,
Zone 1,5,Person 1208,67,71,
Zone 1,5,Person 3649,68,72,Leader
Zone 1,5,Person 4504,68,72,Scribe
Zone 1,5,Person 404,68,72,Researcher
Zone 1,5,Person 419,68,72,
Zone 1,5,Person 2013,68,72,
Zone 1,5,Person 1203,68,72,
Zone 1,5,Person 3656,80,73,Leader
Zone 1,5,Person 4546,80,73,Scribe
Zone 1,5,Person 1193,80,73,Researcher
Zone 1,5,Person 2845,80,73,
Zone 1,5,Person 2824,80,73,
Zone 1,5,Person 2034,80,73,
Zone 1,5,Person 3657,79,74,Leader
Zone 1,5,Person 4542,79,74,Scribe
Zone 1,5,Person 1195,79,74,Researcher
Zone 1,5,Person 2849,79,74,
Zone 1,5,Person 2822,79,74,
Zone 1,5,Person 2036,79,74,
Zone 1,5,Person 3669,78,75,Leader
Zone 1,5,Person 4537,78,75,Scribe
Zone 1,5,Person 1184,78,75,Researcher
Zone 1,5,Person 2850,78,75,
Zone 1,5,Person 2844,78,75,
Zone 1,5,Person 2037,78,75,
Zone 1,5,Person 3684,77,76,Leader
Zone 1,5,Person 4534,77,76,Scribe
Zone 1,5,Person 1185,77,76,Researcher
Zone 1,5,Person 2853,77,76,
Zone 1,5,Person 2837,77,76,
Zone 1,5,Person 2042,77,76,
Zone 1,5,Person 3689,73,77,Leader
Zone 1,5,Person 4572,73,77,Scribe
Zone 1,5,Person 430,73,77,Researcher
Zone 1,5,Person 436,73,77,
Zone 1,5,Person 2061,73,77,
Zone 1,5,Person 1228,73,77,
Zone 1,5,Person 3691,74,78,Leader
Zone 1,5,Person 4569,74,78,Scribe
Zone 1,5,Person 425,74,78,Researcher
Zone 1,5,Person 447,74,78,
Zone 1,5,Person 2062,74,78,
Zone 1,5,Person 1226,74,78,
Zone 1,5,Person 3692,75,79,Leader
Zone 1,5,Person 4563,75,79,Scribe
Zone 1,5,Person 433,75,79,Researcher
Zone 1,5,Person 451,75,79,
Zone 1,5,Person 2048,75,79,
Zone 1,5,Person 1239,75,79,
Zone 1,5,Person 3693,76,80,Leader
Zone 1,5,Person 4549,76,80,Scribe
Zone 1,5,Person 432,76,80,Researcher
Zone 1,5,Person 460,76,80,
Zone 1,5,Person 2054,76,80,
Zone 1,5,Person 1229,76,80,
Zone 1,5,Person 3695,88,81,Leader
Zone 1,5,Person 4594,88,81,Scribe
Zone 1,5,Person 1220,88,81,Researcher
Zone 1,5,Person 2867,88,81,
Zone 1,5,Person 2862,88,81,
Zone 1,5,Person 2063,88,81,
Zone 1,5,Person 3698,87,82,Leader
Zone 1,5,Person 4588,87,82,Scribe
Zone 1,5,Person 1224,87,82,Researcher
Zone 1,5,Person 2876,87,82,
Zone 1,5,Person 2857,87,82,
Zone 1,5,Person 2065,87,82,
Zone 1,5,Person 3707,86,83,Leader
Zone 1,5,Person 4578,86,83,Scribe
Zone 1,5,Person 1209,86,83,Researcher
Zone 1,5,Person 2884,86,83,
Zone 1,5,Person 2866,86,83,
Zone 1,5,Person 2066,86,83,
Zone 1,5,Person 3711,85,84,Leader
Zone 1,5,Person 4575,85,84,Scribe
Zone 1,5,Person 1215,85,84,Researcher
Zone 1,5,Person 2889,85,84,
Zone 1,5,Person 2864,85,84,
Zone 1,5,Person 2072,85,84,
Zone 1,5,Person 3713,81,85,Leader
Zone 1,5,Person 4605,81,85,Scribe
Zone 1,5,Person 467,81,85,Researcher
Zone 1,5,Person 488,81,85,
Zone 1,5,Person 2088,81,85,
Zone 1,5,Person 1259,81,85,
Zone 1,5,Person 3715,82,86,Leader
Zone 1,5,Person 4603,82,86,Scribe
Zone 1,5,Person 466,82,86,Researcher
Zone 1,5,Person 491,82,86,
Zone 1,5,Person 2091,82,86,
Zone 1,5,Person 1256,82,86,
Zone 1,5,Person 3718,83,87,Leader
Zone 1,5,Person 4601,83,87,Scribe
Zone 1,5,Person 482,83,87,Researcher
Zone 1,5,Person 494,83,87,
Zone 1,5,Person 2076,83,87,
Zone 1,5,Person 1266,83,87,
Zone 1,5,Person 3733,84,88,Leader
Zone 1,5,Person 4598,84,88,Scribe
Zone 1,5,Person 475,84,88,Researcher
Zone 1,5,Person 498,84,88,
Zone 1,5,Person 2079,84,88,
Zone 1,5,Person 1261,84,88,
Zone 1,5,Person 3734,96,89,Leader
Zone 1,5,Person 4621,96,89,Scribe
Zone 1,5,Person 1250,96,89,Researcher
Zone 1,5,Person 2927,96,89,
Zone 1,5,Person 2901,96,89,
Zone 1,5,Person 2093,96,89,
Zone 1,5,Person 3737,95,90,Leader
Zone 1,5,Person 4619,95,90,Scribe
Zone 1,5,Person 1252,95,90,Researcher
Zone 1,5,Person 2939,95,90,
Zone 1,5,Person 2900,95,90,
Zone 1,5,Person 2101,95,90,
Zone 1,5,Person 3738,94,91,Leader
Zone 1,5,Person 4615,94,91,Scribe
Zone 1,5,Person 1242,94,91,Researcher
Zone 1,5,Person 2941,94,91,
Zone 1,5,Person 2914,94,91,
Zone 1,5,Person 2103,94,91,
Zone 1,5,Person 3745,93,92,Leader
Zone 1,5,Person 4607,93,92,Scribe
Zone 1,5,Person 1248,93,92,Researcher
Zone 1,5,Person 2945,93,92,
Zone 1,5,Person 2908,93,92,
Zone 1,5,Person 2105,93,92,
Zone 1,5,Person 3769,89,93,Leader
Zone 1,5,Person 4644,89,93,Scribe
Zone 1,5,Person 501,89,93,Researcher
Zone 1,5,Person 512,89,93,
Zone 1,5,Person 2116,89,93,
Zone 1,5,Person 1300,89,93,
Zone 1,5,Person 3785,90,94,Leader
Zone 1,5,Person 4631,90,94,Scribe
Zone 1,5,Person 499,90,94,Researcher
Zone 1,5,Person 513,90,94,
Zone 1,5,Person 2118,90,94,
Zone 1,5,Person 1298,90,94,
Zone 1,5,Person 3807,91,95,Leader
Zone 1,5,Person 4627,91,95,Scribe
Zone 1,5,Person 506,91,95,Researcher
Zone 1,5,Person 515,91,95,
Zone 1,5,Person 2106,91,95,
Zone 1,5,Person 1309,91,95,
Zone 1,5,Person 3815,92,96,Leader
Zone 1,5,Person 4622,92,96,Scribe
Zone 1,5,Person 503,92,96,Researcher
Zone 1,5,Person 518,92,96,
Zone 1,5,Person 2112,92,96,
Zone 1,5,Person 1302,92,96,
Zone 1,5,Person 3819,104,97,Leader
Zone 1,5,Person 4654,104,97,Scribe
Zone 1,5,Person 1290,104,97,Researcher
Zone 1,5,Person 2960,104,97,
Zone 1,5,Person 2955,104,97,
Zone 1,5,Person 2124,104,97,
Zone 1,5,Person 3821,103,98,Leader
Zone 1,5,Person 4652,103,98,Scribe
Zone 1,5,Person 1294,103,98,Researcher
Zone 1,5,Person 2972,103,98,
Zone 1,5,Person 2952,103,98,
Zone 1,5,Person 2130,103,98,
Zone 1,5,Person 3822,102,99,Leader
Zone 1,5,Person 4650,102,99,Scribe
Zone 1,5,Person 1271,102,99,Researcher
Zone 1,5,Person 2982,102,99,
Zone 1,5,Person 2959,102,99,
Zone 1,5,Person 2135,102,99,
Zone 1,5,Person 3826,101,100,Leader
Zone 1,5,Person 4645,101,100,Scribe
Zone 1,5,Person 1274,101,100,Researcher
Zone 1,5,Person 2985,101,100,
Zone 1,5,Person 2958,101,100,
Zone 1,5,Person 2136,101,100,
Zone 1,5,Person 3828,97,101,Leader
Zone 1,5,Person 4665,97,101,Scribe
Zone 1,5,Person 522,97,101,Researcher
Zone 1,5,Person 534,97,101,
Zone 1,5,Person 2159,97,101,
Zone 1,5,Person 1345,97,101,
Zone 1,5,Person 3836,98,102,Leader
Zone 1,5,Person 4664,98,102,Scribe
Zone 1,5,Person 519,98,102,Researcher
Zone 1,5,Person 543,98,102,
Zone 1,5,Person 2160,98,102,
Zone 1,5,Person 1339,98,102,
Zone 1,5,Person 3841,99,103,Leader
